"english","darija","includes_arabizi"
"Ah I understand now","ah fhamt daba",true
"When you said regular table I thought I was sitting at another customer's regular table","mli 9alti tabla 3adia, knt kandan wach knt gals f tabla dyal chi whad akhor",true
"Can I have a beer?","wach n9dar nakhad bira?",true
"Can I have a beer?","wach wakha nakhad bira?",true
"Yes, you see, there are 12 and come every day at 2:00","ah, kima katchof, kaynin 12 o kayjiw kol nhar m3a 2:00",true
"They are real drunks, I suggest you step away","rahom skranin dyal bsa7, kan9tara7 annak tba3ad",true
"Sure, I'll bring the beer","Tab3an, ghadi njib lbira",true
"I see what you mean now","kanchof chno bghiti tgoul",true
"Thanks","tanchkrouk",true
"Your friend doesn't seem to be here","sa7bak kayban liya makaynch 8na",true
"Do you want me to keep you company?","wach bghitini nb9a m3ak?",true
"Do you want me to keep you company?","wach bghitini nb9a m3mmer 3lik?",true
"Oh that's very kind of you","oh hada loTf kbir mnak",true
"She'll not be long","maghadich tkon Twila",true
"Let me introduce myself","khlini n9ddam rasi",true
"My name's Esther","smayti Esther",true
"My name's Esther","smyyti Esther",true
"What's yours?","ochno smitak nta?",true
"My name is Mathilde","smiti Mathilde",true
"Do you live around here?","wach kat3ich 9rib l8na?",true
"It's rare to see any new faces","9lil fach kanchofo wjoh jdida",true
"Sorry got to go","sma7lia khssni nmchi",true
"See you tomorrow","nchofak ghdda",true
"Okay, I'll see you tomorrow!","wakha, nchofak ghda!",true
"Good morning, Maria!","Sba7 lkhir, maria!",true
"So so","ewa ewa",true
"The leg's playing up a bit","rjl katl3b chwiya",true
"And the nurses keep disturbing me every time I nod off","olfrmliat kaybrztoni fkol mRra kaydini fiha n3as",true
"You can never get any peace around here!","maymknch nakhod ra7ti hna!",true
"It's true, they spend their time bothering us","ah bsse7, kaydwzo wa9thoum f anahoum ibarztona",true
"She's moving objects in the rooms","katb9a t7rak l7wayj flbit",true
"She tells us to go here, do that, pfft","katgol lina namchiw l8na, dir hadi, pfft",true
"Who's that?","chkoun hadi?",true
"I can't see very well anymore","mab9itch kanchof mazyan",true
"Why is there a woman in my room?","3lach kayna mra blbit dyali?",true
"And you shouldn't be complaining!","o makhsekch tchka!",true
"You get to stay at home and live you life, while I'm stuck in here","khasek tb9a fdar ot3ich 7yatak, binma ana wa7el hna",true
"I was kidding!","ghi kant kand7ak!",true
"I was kidding!","kant hi kan9cheb m3ak!",true
"I was just kidding!","kant hi kanD7ek m3ak!",true
"They're doing it for your own good","rah kaydiro dakchi lmSla7tak",true
"For my own good?!","lmSla7ti?",true
"That's it, that's it!","Safi, Safi!",true
"You've been talking about me behind my back","knti kadhder 3liya mora dahri",true
"They've turned you against me, I know it!","9albouk DaDDi, ana 3arf!",true
"Come on, come on, you know I would never do that!","Ewa safi, safi, rak 3aref ma3mmrni ndir hadchi!",true
"Tell me about your day","3awd liya 3la nhark",true
"What did you eat?","chno kliti?",true
"You have been talking to the nurses","kanti kathder 3la lfrmliat",true
"They've been trying to get me to eat all day","kano kay7wlo ikhlliwni nb9a nakol nhar kamlo",true
"Except I'm too smart for them","walakin ana daki 3lihoum",true
"I know they're trying to poison me","ana 3aref annahom kay7awlo ismemoni",true
"So I've kept a little stash of sweets here under my pillow","dakchi 3lach khabit chi 7lwa 8na ta7t mkhaddti",true
"That way I'll never starve","bhaka maghadich ijini jou3 ga3",true
"Stop talking nonsense, they would never do that","matb9ach ghi katkhrba9, maymkanch idiro hadchi",true
"It's spring, how about a way out in the park?","rrbi3 hada, chi khrja ljarda?",true
"We could arrange this for a weekend of May","imkan nbarmjoha fl weekend jjay dyal may",true
"I'll ask Marcel, Jeannine and Leon if they want to come","ghadi nswwl Marcel, Jeannine o Leon ila baghaw ijiw",true
"I'm not friends with Jeannine anymore","mab9itch mSa7b m3a Jeannine",true
"She keeps stealing my crossword","dima katsr9 lia alklimat almota9ti3a",true
"Too bad, we'll do it without them!","hadchi khayb, ghadi ndiroha bla bihoum!",true
"Hello there","afen al3chran",true
"Good evening","masa2 alkhir",true
"Very well thanks, and you?","kolchi bikhir onta?",true
"How do you think you are getting on with your Maths exam revision?","kirak ghadi flmorja3a dyal imti7an riyadiyat?",true
"I'm fine, thank you very much","bikhir choukran bzeef",true
"I'm not sure, actually","mamt2kadch, fl7a9i9a",true
"I'm having a little trouble understanding the differential equations","l9it So3oba chwia f fa8m lmo3dalat tafadoliya",true
"Can you help me, please?","momkin t3awni 3afak?",true
"What exactly are you struggling to understand?","chno li ma9drtich tfhm bdabt?",true
"Unfortunately, I didn't understand the last sentence, can you rephrase that?","lil2asaf, mafhamtch ljomla lakhra, momkin t3awd tchr7ha liya?",true
"Of course","bTabi3t l7al",true
"which concepts are you needing assistance with?","chno lmafahim li ma7taj n3wnak fiha?",true
"I need an explanation about derivatives","ma7taj char7 tl mochta99at",true
"I'm having trouble understanding the principle","kanl9a So3oba f fahm almbda2",true
"No problem","makayn ta mochkil",true
"is it differentiation or integration you're needing help with the principle of?","wach tafadol ola takamol li ma7taj lmos3da fl mabda2 dyalo?",true
"Is it okay that the exam will cover all of the concepts that you saw in the second semester?","wach man lmafrod lmti7an yghaTTi ga3 mafahim li9ritoha f ddoura tania?",true
"Yes, everything in Term 2 will be assessed in full","ah, ghadi ntkhtabro f kolchi f lfaSl tani",true
"Is there anything further I can help with today?","wach kayna chi 7aja khra n9dar n3awn fiha lyoum",true
"My next lesson starts shortly so I don't have much more time unfortunately","ghadi ybda dars dyali jay 9rib, dakchi 3lach ma3ndich bzaf dyal lwa9t lso2 l7aD",true
"No problem, that's a lot","machi mochkil, hadchi bzaf",true
"Thank you for your time","chokran 3la wa9tak",true
"No problem, enjoy the rest of your evening!","machi mochkil, tmata3 bli b9a mn l3chiya",true
"Hey, let's go swimming","ahlan, yalah nmchiw n3omo",true
"Nah","laa",true
"Nah","blaach",true
"I'm fine here thanks","ana bikhir 8na chokran",true
"But you could get me a drink if you like","walakin yamkn lik tjib liya machrob ila bghiti",true
"Okay, but only if you drop your book","wakha, walakin fa9aT ila la7ti ktabk",true
"Why?","3lach?",true
"What's wrong with me reading?","achno lmochkila dyali ala kan9ra?",true
"Am I bothering you?","wach mSad3ak?",true
"Am I bothering you?","wach ana mbrzTek?",true
"I can't see how... Why don't you join me?","ma9adarch nchof kifach... 3lach matnDamch liya?",true
"join me","ji 3ndi",true
"No problem!","machi mochkil!",true
"You're just too lazy with this great weather","nta hir kasol bzaf m3a had ljaw zwin",true
"Come on, let's go","a baraka 3lia, yalah nmchiw",true
"Why can't we just stay here a bit?","3lach ghir manb9awch chwiya hna?",true
"I'm making the most of the sun right here","ana kanstaghal mzyan chamch 8na",true
"You should do the same","khasak dir nafs l7aja",true
"Oh, no, we'll spend all our time in the sun.","oh, la, ghadi ndawzo ga3 wa9tna fchamch",true
"Oh yes!","ah, bta2kid",true
"I'd rather go out and enjoy the water and freshen up","kanfadal nakhraj o ntmtta3 blma o nnta3ch",true
"Come with me!","aji m3aya",true
"It'll do you good, you'll see","ghadi dir lkhir frask, daba tchof",true
"Plus I have a frisbee!","zid 3liha 3andi frisbee!",true
"It'll be fun!","ghadi tkon momti3a",true
"It'll be fun!","ghaddouz za8ia",true
"But we need more people to play proper frisbee","walakin ghadi ykhsna bzaf dyal bnadam bach nl3bo frisbee mzyan",true
"Otherwise it's just like throwing a plate back and forth","wla ghadi ikon hir b7al ala Taba9 taytrma sir waji",true
"Haha","haha",true
"Show me how you do it","wrrini kifach kadir liha",true
"I don't want you to be ashamed of yourself right now!","mabghitkch ta7cham mn rask daba",true
"Why would I be ashamed?","3lach ghadi n7chm?",true
"I know that I'm pretty good","ana 3arf rasi wa3r",true
"I don't need to prove it!","mam7tajch natbat hadchi",true
"Bring me a team of people and I'll play","jib liya fari9 dyal bnadm o ghadi nal3ab",true
"And a cocktail","o cocktail",true
"Please","3afak",true
"I don't think you're gonna make it up to him","makanDnch ghadi tgdd 3lih",true
"So a long island for ma'am, and I'm going to look for Sasha and Daniel, don't move!","iwa jazira twila l syyda, o ghadi n9llb 3la Sasha o Daniel, mat7arkoch",true
"Only once I've finished my drink!","fa9aT mora mansali mn chrabi",true
"I always play better after a little drink!","ana dima kanl3ab mzyan mora chwiya dyal charab",true
"It's not too early for a cocktail is it?","machi bkri bzaf 3la coctail awlla?",true
"It depends on the client","hadchi kay3tamd 3la lklyan",true
"If you want one, I'll do it.","ila kanti baghi wa7da ghadi ndirha",true
"Otherwise, I don't.","mn ghir hadchi, makandirhach",true
"It's up to you to decide what's best for you","ghadi nkhaliha lik t9arar achno mazyan lik",true
"to a certain extent","lwa7ad daraja",true
"Oh, ok","oh, wakha",true
"Well I could have one then","wakha na9dar nakhod wa7da",true
"Do you have a menu?","wach 3andak menu?",true
"Are there any specials?","wach kaynin chi 3orod khaSa?",true
"Would you like an orange juice?","wach bghiti 3aSir tlimoun?",true
"We have some special plates","3anda chi aTba9 khaSSa",true
"It's very good with a mojito","rah mzyan m3a mojito",true
"I'm not that hungry actually","ana maji3anch sara7a",true
"I'm not that hungry actually","ana mafiach jo3 bzaf sara7a",true
"But what do you mean by a piece of it?","walakin ach kat9Sad b chwiya mno?",true
"It's a blackboard","hadi sbbora",true
"Ok, I think I understand sort of","wakha, kanDn fhamt chwiya",true
"But no thanks, just a nice tea","walakin chokran, ghir chi atay mch77er",true
"Anything with hot water, although I'm not a fan of mint.","ayy 7aja m3a lma skhoun, wakha ana machi mn nnas dyal na3na3",true
"In a nice glass with a straw if you have one!","f kas zwin m3a chi paille ila 3ndk chi wa7da!",true
"No mint?","bla n3na3?",true
"Would you like a punch?","wach bghiti chi bonya?",true
"The recipe is made of orange juice and grenadine","lwaSfa mgadda b 3aSir limon o grenadine",true
"Ah I'm not sure I know what bawlo is, but why not!","ah mamt2akad achnahoa bawlo, walakin 3lach la?",true
"Could you ask some pineapple instead of the grenadine perhaps?","wach ta9dar Tlab chwiya dyal ananas blast grenadine imkn?",true
"Anything else, you decide!","ay 7aja khra, nta t9rrar!",true
"and perhaps a bit of coconut milk if you have some","o ymkan chwiya mn l7lib joz lhind ila kan 3ndak chwiya",true
"Don't worry, I'll do it right now.","matkhafch, ghadi ndirha daba",true
"And a beautiful umbrella!","o mDall zwiwen!",true
"A board for eating at the same time?","law7a dyal lmakla fnafs lwa9t?",true
"I can do that to you","n9dar ndir hadchi lik",true
"Do you have any preferences?","wach 3andak chi 7aja katfaDlha?",true
"Hmm, I wasn't that hungry","hmm, makanch fia chi jooo3",true
"But perhaps some chips would be good","walakin imkn chwiya dyal chips aykono mzyanin",true
"No sauce though","ah o bla sauce",true
"I like them lite, with a bit of salt!","ana kanbghihom khfaf, m3a chwiya dyal lmal7a!",true
"And why not a burger and a salad too!","o 3lach la chi burger o chlada tahiya!",true
"I meant plain for the chips, sorry","9sadt 3adi l chips, sma7 liya",true
"Good in general I serve chips with this cocktail","mzyan 3ammatan ana kansrbi chips m3a had lcocktail",true
"Is that all right?","wach hadchi mazyan?",true
"The hamburger will be here later","l hamburger ghadi ykon 8na mn b3d",true
"Ok, I'll have the fish and chips for starter and I'll get the burger later!","wakha, ghadi nakhod l7ot o chips flowel o ghadi nakhod lburger mn ba3d",true
"I hope there'll be enough room for dessert afterwards!","kantmna tkon ba9ia blasa l ddisir mora hadchi",true
"You do want desserts, don't you?","bghiti ddissir, yak?",true
"Yes, we make desserts.","ah kandiro disir",true
"A very nice mango soup if you're still hungry after your meal.","chorba dyal mango zwina bzaf ila kna ba9i fik jo3",true
"In the meantime, here's your number","fnfs lw9t, hadi hia nmartak",true
"We call you when the cocktails are ready","ghadi nsoniw 3lik mnin ikono cocktails wajdin",true
"Thanks!","chokran",true
"I might be getting some shots later too, once my friends arrive!","na9dar nzid chi jghmat mn ba3d, mnin yjiw S7abi",true
"Don't hesitate to come back","matraddadch annak trj3",true
"Good night, anyway!","lila sa3ida 3la kol 7al",true
"Thanks again!","chokran lik mra khra",true
"Good evening!","masa2 lkhir",true
"May I have a caipirinha, please?","wach na9dar nakhod caipirinha, 3afak",true
"Sorry I am new here","sma7 liya ana jdid 8na",true
"I really don't know my cocktails yet","ana Sara7atan mazal makan3rfch l cocktails dyali",true
"Could you tell me how to make it","wach ta9dar tgoliya kifach n9adha?",true
"You have to mix it with with lime juice, sugar and ice","khasak tkhalto m3a 3assir limon o sokar o talj",true
"Ok, shaken or stirred?","wakha, mnkhouD wla ma9lob?",true
"Do you want crisps, nuts or anything to nibble?","wach bghiti ra9a2i9 dyal bTaTa o lmoksarat wla chi 7aja khra t3aDha?",true
"Shaken, I guess","mnkhouDa, kanDn",true
"Crisps would be fine, I'm starving","chips ghadi tkon mzyana, ghanmout b jo3",true
"I haven't eaten anything all day","maklit walo nhar kaml",true
"Here is the menu","hadi hiya l9a2ima",true
"Here is the menu","hada hoa l menu",true
"We do some great bar snacks","kandiro chi wajbat khfifa zwina f lbar",true
"Ah, I thought it was free with the glass","ah, s7abli kan fabor m3a tlj",true
"Or you could have something else","wla y9dar takhod chi 7aja khra",true
"I don't have much money on me","ma3ndich bzaf dyal lflos m3aya",true
"I don't have much money on me","ma8azch m3aya flous bzaf",true
"The crisps in this little bowl come with your drink","chips katji fhad zlafa sghira katji m3a lmachrob dyalk",true
"Okay, thank you very much","wakha chokran lik bzaf",true
"Maybe you could have chosen a cheaper drink!","kan momkin tkhtar machrob rkhas",true
"But then you're a new waitress","walakin idan nti srbaya jdida",true
"I come here often and I've never seen you?","kanji l8na ch7al mn mra o ma3mri chaftak?",true
"Yes, I am definitely new here but as you are a regular you know how expensive the cocktails are here","ah, ana jdida 8na Tab3an, walakin 7int nta dima katji 8na ghadi tkon 3arf ch7al ghali cocktailat 8na",true
"You need to look after yourself and eat first before drinking","nta m7taj annak diha frask o takol awalan 9bal matchrab",true
"Not that it is my business","hada machi so9i",true
"Not that it is my business","hadchi machi chghli",true
"Hey, you're not my mother!","blati, nti machi mama!",true
"it reminds me of my travels in Brazil","katfakarni bra7alati flbrazil",true
"I was only a bit concerned as you said you were so hungry and did not prioritise eating","knt khayfa chwiya 7it galti bila knti ji3an o masbbe9tich lmakla",true
"When did you go there?","n8arach mchiti ltama",true
"When did you go there?","fo9ach mchiti ltma",true
"I would love to travel there","makra8tch nsafr tma",true
"I worked there for six months as a waitress","khdamt tma sta dyal chohor srbaya",true
"I worked there for six months as a waitress","khdmt tma stt ch8our srbay",true
"It was last year","hadchi kan l3am lli fat",true
"I didn't know what to do after graduation","makntch 3arf ach ndir mora takharoj",true
"Do you speak the language?","wach kat8dar llogha?",true
"was it brilliant?","wach kant zwina?""",true
"Yes, a little, but it gets forgotten","ah, chwiya, walakin kattnsa chwia",true
"I forgot about it","nsito",true
"Linguists are funny","loghawiyin moD7ikin",true
"Have I got the right date?","wach jbt tarikh S7i7",true
"Saturday 11 June?","sbt 11 younyou",true
"Is that right?","wach hadchi bsa7?",true
"It is going to be a lot of fun","ghadi ykon bzaf dyal nachaT",true
"Yeah, you have the right date, I'll confirm it","ah, 3andak tarikh S7i7, ghadi n2akd lik",true
"Can you bring a couple of bottles of champagne?","wach ta9dar tjib joj 9ar3at dyal champagne?",true
"I think it is probably better if you ask friends to bring a bottle","kanDn 7sn annak Tlb SS7ab ijibo 9ar3a",true
"As I am your good friend I can tell you directly","7itach ana sa7bak l9rib ghadi ngolik nichan",true
"I don't think it is a good idea to ask for expensive champagne","makanDnch fikra mzyana annak Tlab champagne ghalya",true
"You may make people feel uneasy","ghadi tkhali nas y7aso b3adam irtiya7",true
"I can help you with lots of the other organising","na9dar n3awnak f bzaf dyal tanDimat lokhra",true
"Decorations, food, music and anything else","tazyin, lmakla, lmosi9a o ay 7aja khra",true
"Take cheap ingredients, it's only a birthday, not the reception of an amp","khod mokawinat rkhisa, rah ghir 3id milad, machi isti9bal dyal amir",true
"Your birthday is important but I agree you don't have to spend a lot to make a great party","3id miladk mohim walakin kantafa9 m3ak 3la ano makhasakch tkhsar bzaf dyal lflos bach t9ad 7afla zwina",true
"Sorry, I mean Ambassador","sma7 liya bghit ngol safir",true
"What sort of music were you thinking of?","achmn nawy3 dyal lmosi9a liknti katfakr fiha",true
"Do you have anything to play it on that would be loud enough?","wach 3andak chi 7aja fach tla3bo otkon bsawt mj88ed",true
"Or do you have any friends who could play instruments?","wla wach 3andak chi S7ab kayl3bo 3la alat lmosi9ia",true
"I have a few friends who play folk type instruments like the violin","3ndi chi s7abi kay3azfo 3la 2alat mosi9iya cha3biya b7al lkamanja",true
"Maybe you would like that before rock music","momkin tabghiha 9bal mosi9a dyal rock",true
"The first one to come with a bagpipe will be sent directly back to Scotland","awal wa7d kayji m3a lmizmar ghadi nsiftoh mobachara l skotlanda",true
"It's my birthday, not a funeral","rah 3id miladi machi gnaza",true
"Let's just stay rock","khlina ghir nb9aw f rock",true
"I won't share with my lovely musical friends your opinion!!","maghadich nchark ra2yak m3a s7abi lmosi9yin l3zaz",true
"That's why they're your friends, not mine","hadchi 3lach homa s7abk o machi s7abi",true
"I was thinking of my french bagpipe playing friends","kant kanfakar f S7abi lfransawiyin li kayl3bo mizmar",true
"they play lovely french dance music","homa kay3azfo 3la mosi9a dyal ra9s faransiya zwina",true
"You could be open minded!!","ta9dar tkon matfatta7",true
"If you heard good alternative music you might like it","ila sma3ti mosi9a okhra mzyana t9dr t3ajbak",true
"Maybe when it is my party you can come and enjoy something new","momkin mnin tkon l7afla dyali ta9dar tji o tstmte3 bchi 7aja jdida",true
"That's why I'm listening to the good English pop rock","hadchi 3lach kansma3 lmosi9a pop o rock lmzyana",true
"no French music","makayna la mosi9a faranciya",true
"I don't like Breton, all that moving slowly around in a line or circle - very dull","maknbghich Breton, ga3 dakchi kaymchi bchwiya fkhaT wla da2ira - momila bzaf",true
"But it's supposed to be my birthday, not your party","wlakin rah mfrouD ykon 3id miladi machi 7afla dyalk",true
"I demand the right to choose the music that I love at my birthday","kanTalab bl7a9 f annani nakhtar lmosi9a likanbghi f 3id miladi",true
"I know, it's my party I can cry if I want to","ana 3araf, hadi 7afla dyali na9dar nabki ila bghit",true
"when I have a party for my birthday you may enjoy some different type of music","mnin tkon 3andi 7afla f 3id miladi, t9dar tastamta3 bno3 makhtalaf mn lmosi9a",true
"pop will be great","pop aykoun mbarra3",true
"It is your choice after all","rah lkhiyar dyalk mora kolchi",true
"I don't know it","ma3rftouch",true
"I don't know it","ma3raft8ach",true
"you can play it to me if you want","t9dr tl3b8a lia ala bghiti",true
"but it's forbidden to cry at my parties","walakin mamno3 lbka f l7afla dyali",true
"except for joy","mn ghir lfara7",true
"I was only being humourous","knt ghir kanD7k",true
"I was only being humourous","knt ghir fokaha",true
"I was only being humourous","knt ghir m9cheb",true
"It is a song by Lesley Gore from the 1960's, you should listen to it on youtube","raha oghniya dyal Lesey Gore mn ssttinat, khasak tsma3 liha f youtube",true
"Send me the link","sift liya rabiT",true
"Send me the link","sift lia lien",true
"I will do tomorrow","ghadi nsifto ghda",true
"What about food?","o lmakla?",true
"Have you had any thoughts?","3ndak chi afkar?",true
"Let's keep it simple","yalah nkhaliwha bsiTa",true
"Hi, is this the first time you've been on a plane?","ahlan, wach hadi hiya lmarra lawla lighadi tsafar biha f Tayara?",true
"Do I feel a little nervous?","wach kanban chwiya matwatar?",true
"No, it's not my first time flying, but I still get extremely anxious","la, hadi machi lmarra lawla likansafar biha f Tayara, walakin mazal kan7as btawattor kbir",true
"I don't know why","ma3raftch 3lach",true
"And why are you traveling today?","o 3lach msafra lyoum?",true
"I'm visiting my daughter who I've not seen for a good while","ana ghadya nchouf bnti limchfthach moudda hadi",true
"I'm very excited to see her","ana mat7amsa bzaf nchofha",true
"Are you on business?","wach khdam?",true
"No, I'm on vacation","la, ana f 3oTla",true
"You must be really happy to see your daughter","khask tkoni fr7ana bzaf 7it ghadi tchofi bntk",true
"It's six months since I've seen her","stt ch8or hadi machftha",true
"I have my case loaded with all the things she likes to eat","3ndi chanTa 3amra bdakchi likatbghi takol",true
"and some toiletries she likes too","o chi l3ibat dyal naDafa likatbghiha 7ta hiya",true
"She's gonna be really happy","ghadi tkon far7ana bzaf",true
"What's good for him?","achno mzyan bnisba lih?",true
"Cheese? Chocolate?","lfrmaj? choklat?",true
"and i've got her the soap she likes","o jabt liha sabon likatbghi",true
"My bag is really heavy","sac dyali t9il bzaf",true
"Will she pick you up at the airport on arrival?","wach ghadi tji t8zzek mn lmaTar mnin toSl?",true
"Yes hopefully","ah kantmana",true
"although she said she might be late","wakha galt bila t9dr t3TTal",true
"because she will be travelling through rush hour","7it ghadi tsafar fsa3a dyal z7am",true
"The plan is to get a taxi to her appartment","lkhota hia nchdd taxi l parTma dyalha",true
"What are you planning to do on your holiday?","achno katkhaTaT dir f 3oTla dyalk?",true
"Taxi sounds like a good idea!","kayban liya taxi fikra mzyana",true
"On my side, I plan on joining friends who live there","mn ji8ti, kankhaTaT nmchi 3nd S7abi likay3icho tma",true
"The point is mostly to see them","l8adaf howa awwalan nchofhom",true
"to take advantage of the city and everything she can offer","nstafdo mn lmdina o dakchi li t9dr t3Ti",true
"thank you for talking to me and settling my nerves","chokran mli hderti m3aya o 8ddentini",true
"Have a wonderful holiday!","3otla sa3ida!",true
"Have a good trip, too","kantmana lik ri7la zwina ta hiya",true
"Enjoy your daughter!","stamta3 m3a bntk",true
"They say that flying is the safest form of transport, you know!","kaygolo Tayaran howa aktar was2il na9l li 2amina, kif kat3arfo",true
"You shouldn't worry so much","matkhafoch bzaf",true
"Oh, I know","ah 3raft",true
"But you know, being a little stressed out on planes is not a rational thing","walakin kif kat3raf, tkon matwatar f Tyarat machi 7aja 3a9laniya",true
"There's something really unnatural about an object so big and heavy can be suspended","kayna chi 7aja machi Tabi3iya f jism kbir o t9il lhad daraja m3lle9 fsma",true
"10 miles above the ground","3la rtifa3 10 amyal fo9 sat7 l2arD",true
"Well, imagine when space travel becomes commercialised","wakha, tkhayal nhar ywali safar lfaDa2 tijari",true
"That's going to be a bit of a shock for you isn't it!","ghadi ykon Sdma bnsba lik, awlla la?",true
"Oh, yeah, tell me about it","ah, ah, goliya 3liha",true
"But at the same time, being away from the earth, without gravity, it's different","walakin fnafs lwa9t, tb33d 3la l2arD, bla jadibiya, l2amr mkhtalf",true
"We're not going to fall apart, since there's not really up and down","maghdich n8aro 7it makaynch aSlan lfo9 olt7t",true
"No, in space, actually, it's more like a submarine","la, fl faDa2, flwa9i3, hya b7al lghwwaSa",true
"The spaceship has to be solid","khas safina dyal lfaDa2 9as7a",true
"cause if there's a hole in the hull, we'll probably be dead soon","7it ila kan chi to9b fl8aykal, rah mo7tamal nmoutou 9ariban",true
"Like a submarine","b7al lghwwaSa",true
"It's absurd","hadchi makaydkholch l39l",true
"but I think I'd be less afraid","walakin kanDn ghadi nkon a9al khawf",true
"Well, can you not force yourself to be rational about it?","wakha, mach mat9darch tabzaz 3la rask tkon 3a9lani fhadchi?",true
"Being in space is worse than being here now","rah tkon f lfaDa2 khyeb mn tkon 8na daba",true
"Are you really still scared after what you just said?","wach mazal khayf mora hadchi liglti daba?",true
"Yes, absolutely","ah bta2kid",true
"It's not really fear","rah machi khawf niit",true
"More like some kind of stress","b7al t9riban tawtor",true
"But you're not nervous about it, are you?","walakin nta mamtwatarch, kayna?",true
"Even when there's turbulence?","7ta mnin kaykon idTirab",true
"No, it's like a rollercoaster","la, rah b7al of3owaniya",true
"It's amazing!","hadchi mod8ich!",true
"And they have amazing service","o 3ndhom khdma ra2i3a",true
"I love it when they give free food!","kay3jbni mnin kay3tiwna makla fabor",true
"Especially when there's turbulence and all the tea and coffee goes everywhere!","khoSoSan mnin kaykon idTirab o kamchi atay ol9ahwa fga3 lblays!",true
"That's really hilarious","hadchi kayda7ek sara7a",true
"I'll give you that, it's fun","ghadi n3tik hada rah momti3""",true
"But it's also awfully stressful for people like me","walakin rah mor8i9 bzaf lnas b7ali",true
"Ah, don't worry","ah kon 8ani",true
"That should make you feel a bit better, surely!","hadchi ghadi ykhalik t7as mazyan, bta2kid",true
"We'll see","ghadi nchofo",true
"We'll see","daba nchofo",true
"Thank you for your support, anyway","chokran 3la da3m dyalkom, 3la kol 7al",true
"have you made a guest list for the party?","wach darti 9a2ima dyal Dyof l7afla?",true
"Are there particular people you want to invite?","wach kaynin chi nas bghiti t3raD 3lihom?",true
"Well, it depends on where we set it up","iwa, hadchi kay3tamad 3la lblasa li9adina",true
"If we are doing this at my house, I can not invite over 15 people","ila drna8a f dari, maghadich n9dar n3ayaT 3la ktar mn 15 wa7ad",true
"Why not?","3lach la?",true
"I know you dont have much space","3arf ma3ndakch blaSa kbira",true
"parties go better when everyone is squashed together","l7afalat kaydozo 7sn mlli taykon chi mkhchi fchi",true
"Or are you worried about the neighbours?","wla nta khayf 3la jiran?",true
"We can invite them","t9dar t3raD 3lihom",true
"That's true, we could","ayeh bsa7, na9dro",true
"Plus, the third neighbor is really pretty good","zid 3liha ljar talt, lay3mmr8a dar",true
"Have you seen her before?","wach chftiha mn 9bal",true
"Ah yes, she would be good fun","ah ghadi tkon momti3a",true
"just drinks and snacks?","hir lmachrobat o lwajabat lkhfifa?",true
"Providing a lot of food makes it all more complicated","tawfir bzaf dyal lmakla kaykhali kolchi m399d ktr",true
"We could even ask people to come with stuff, right?","n9adro 7ta nTalbo mn nas yjibo chi 7aja, kayna?",true
"Drink or food, by the way","mchrob wla makla, blmonasaba",true
"Good idea, that makes it all much easier and more relaxing","fikra mzyana, hadchi kaykhali kolchi s8el o aktar ra7a",true
"Do you have enough plates and galsses?","wach kafyin tbasl o lkisan li 3ndk?",true
"Maybe get some ice from there too","imkn jib chwiya dyal talj mn tma tahowa",true
"We can buy plastic plates, it's easier, right?","n9adro nchriw TbaSl tl plastik, hadchi s8al, awlla?",true
"Same with the drinks","nafs l7aja m3a lmachrobat",true
"We can schedule basic stuff like chips","n9adro n9ado l7wayj asasiya b7al chips",true
"I hate plastic plates","makan7mlch TbaSl dyal plastik",true
"I'd much rather have proper ones even if it means more work clearing up","ana kanfaDal ykono 3ndi chi w7din monasibin wakha hadchi kay3ni bzaf dyal lkhadma f lghsil",true
"I don't mind doing that","ma3andi ta mochkil m3a hadchi",true
"Is there going to be a theme, or should people just bring whatever they like?","wach ghadi ykon mawDou3, wla khas bnadam yjib libgha?",true
"Then we'll make sure we don't starve to death","o ghadi nt2akdo bila maghadich nmouto bjo3",true
"Okay, plates","wakha, tbaSl",true
"No, there's no need to complicate things with a theme","la, makhasnach n3a9do l2omor bchi mawdo3",true
"Do we have vegetarians amongst our friends?","wach 3ndna nabatiyin bin s7abna?",true
"Its always good to have some meat free dishes anyway","rah mazyan ykono 3ndak chi tbasal bla l7am 3la kol 7al",true
"vegetarians can just avoid the ones with meat","nabatiyin i9dro hir itjnnbo hadik lifiha l7am",true
"But vegans, well, I think if there is someone else it would be better","walakin nabatiyin, wakha, kanDn ila kan chi 7d akhor ghatkon mzyana",true
"Well, you know, we'll take care of the raw vegetables","wakha kif kat3raf, ghadi nt8llaw f lkhoDra",true
"like everyone else","b7al ay wa7d akhor",true
"All right, look, I think we're all gone","wakha, chof, kanDn mchina kamlin",true
"I'll think about the guest list","ghadi nfakar fl9a2ima dyal Dyaf",true
"I have to leave you for now, but thank you for all your advice","khasni nkhalik daba, walakin kanchkrk 3la naSa2i7 dyalk",true
"You're welcome!","mar7aban",true
"Good morning, ma'am","sbah lkhir a lalla",true
"Lie down, I'm listening","tkka, ana kansma3",true
"Do I have to lie down?","wach khasni ntkka?",true
"I'd prefer to just sit","ana kanfaDal ghir nglas safi",true
"I'm feeling a little bit apprehensive about this","kan7as bchwiya dyal dérangement mn hadchi",true
"What are you worried about?","3lach nta mderongi",true
"Oh, you know everything","ah, rak 3arf kolchi",true
"I don't know where to begin","ma3arfch mnin nbda",true
"Then let's start with simple questions","yalah nabdaw b as2ila sa8la",true
